NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
2178830;2024;41100379;4109401;Guarapuava;41;PR;2;1;1;4109401;Guarapuava;41;PR;1;1;1;1;474.9;529.8;507.4;446.8;0;1;120;120;80;120;0;440
4005813;2024;NA;NA;;NA;;NA;NA;NA;4216602;São José;42;SC;1;1;1;1;633.3;623.7;584.1;791.4;0;1;80;100;60;100;0;340
2660667;2024;NA;NA;;NA;;NA;NA;NA;1500800;Ananindeua;15;PA;1;1;1;1;433.9;518.8;505.3;399.4;1;1;120;140;120;140;140;660
2114114;2024;41068459;4127700;Toledo;41;PR;2;1;1;4127700;Toledo;41;PR;1;1;1;1;544.9;660.7;552.1;689.6;0;1;140;160;140;140;160;740
2068969;2024;NA;NA;;NA;;NA;NA;NA;2611606;Recife;26;PE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1316633;2024;32012152;3201506;Colatina;32;ES;1;2;1;3201506;Colatina;32;ES;1;1;1;1;607.3;428.7;583;430.1;1;1;140;160;140;140;140;720
636914;2024;NA;NA;;NA;;NA;NA;NA;2919801;Macaúbas;29;BA;1;1;1;1;417;415.2;490.6;446.3;0;1;100;100;80;60;20;360
1606796;2024;NA;NA;;NA;;NA;NA;NA;2910800;Feira de Santana;29;BA;1;1;1;1;377;513.8;463.2;509.3;1;1;140;120;120;120;100;600
3342524;2024;33001359;3302205;Itaperuna;33;RJ;2;1;1;3302205;Itaperuna;33;RJ;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
422348;2024;29162610;2904902;Cachoeira;29;BA;2;1;1;2904902;Cachoeira;29;BA;1;1;1;1;420.1;385.6;397.5;454.5;1;1;120;160;120;120;160;680
907624;2024;28018729;2800308;Aracaju;28;SE;2;1;1;2800308;Aracaju;28;SE;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1300294;2024;35430353;3548708;São Bernardo do Campo;35;SP;4;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;1;432.5;580;597.6;601.7;0;1;160;140;120;180;120;720
2343011;2024;23154721;2311207;Potengi;23;CE;2;1;1;2301307;Araripe;23;CE;1;1;1;1;373;380.3;437;411.4;1;1;100;80;40;120;60;400
2602334;2024;NA;NA;;NA;;NA;NA;NA;1506807;Santarém;15;PA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
756073;2024;NA;NA;;NA;;NA;NA;NA;2408102;Natal;24;RN;1;1;1;1;421.3;392;444.8;381.5;1;1;80;80;60;100;40;360
4043154;2024;NA;NA;;NA;;NA;NA;NA;4309209;Gravataí;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3410049;2024;NA;NA;;NA;;NA;NA;NA;4118204;Paranaguá;41;PR;1;1;1;1;566.9;623.4;602.2;634.7;0;1;120;160;120;140;160;700
1993426;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2606864;2024;13021630;1301852;Iranduba;13;AM;2;1;1;1301852;Iranduba;13;AM;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1774922;2024;35002252;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;497.2;508.4;541.2;508.8;1;1;160;180;140;140;120;740
1196922;2024;NA;NA;;NA;;NA;NA;NA;3534401;Osasco;35;SP;1;1;1;1;483.9;546.8;576;557.2;1;1;120;180;120;120;140;680
2428783;2024;NA;NA;;NA;;NA;NA;NA;2307254;Jijoca de Jericoacoara;23;CE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
377295;2024;NA;NA;;NA;;NA;NA;NA;1600501;Oiapoque;16;AP;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3935439;2024;NA;NA;;NA;;NA;NA;NA;5007703;Sete Quedas;50;MS;1;1;1;1;367.5;408.6;461;391.1;0;1;80;100;40;60;20;300
953849;2024;13055429;1301506;Envira;13;AM;2;1;1;1301506;Envira;13;AM;1;1;1;1;521.1;425.9;484.9;469.3;0;1;140;180;120;160;160;760
436210;2024;NA;NA;;NA;;NA;NA;NA;3552502;Suzano;35;SP;1;1;1;1;580.8;518.1;548;434.9;0;1;120;180;120;100;80;600
2030597;2024;NA;NA;;NA;;NA;NA;NA;5218508;Quirinópolis;52;GO;1;1;1;1;578.3;609.2;600.7;632.3;1;1;120;140;120;120;120;620
1053415;2024;NA;NA;;NA;;NA;NA;NA;4303509;Camaquã;43;RS;1;1;1;1;378.5;561.4;537.1;513.4;1;1;140;120;120;120;160;660
4147690;2024;NA;NA;;NA;;NA;NA;NA;3170206;Uberlândia;31;MG;1;1;1;1;514.3;575.6;561.8;532.7;0;1;120;120;120;100;60;520
3187586;2024;NA;NA;;NA;;NA;NA;NA;3551009;São Vicente;35;SP;1;1;1;1;412.9;302.9;514.1;434.5;0;1;100;120;100;120;100;540
768097;2024;28016300;2802502;General Maynard;28;SE;2;1;1;2801504;Carmópolis;28;SE;1;1;1;1;418;361.9;429.3;444;1;1;80;100;60;80;20;340
1787441;2024;NA;NA;;NA;;NA;NA;NA;4309209;Gravataí;43;RS;1;1;1;1;572.6;579.5;550.1;446.2;0;1;100;120;100;100;100;520
2749087;2024;35906463;3552809;Taboão da Serra;35;SP;2;1;1;3552809;Taboão da Serra;35;SP;1;1;1;1;520.4;601.6;583.5;489.7;1;1;160;200;180;160;140;840
4096541;2024;NA;NA;;NA;;NA;NA;NA;4300406;Alegrete;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2015023;2024;35407641;3513009;Cotia;35;SP;4;1;1;3513009;Cotia;35;SP;1;1;1;1;599.8;592.7;613.8;686.9;1;1;140;200;160;180;200;880
1196901;2024;35007500;3513801;Diadema;35;SP;2;1;1;3513801;Diadema;35;SP;1;1;1;1;490.8;573.2;560.7;553.1;1;1;120;200;120;160;180;780
500936;2024;35925391;3550308;São Paulo;35;SP;2;1;1;3515707;Ferraz de Vasconcelos;35;SP;1;1;1;1;413.2;439.7;480;443.7;1;1;120;160;100;120;40;540
3747121;2024;NA;NA;;NA;;NA;NA;NA;3552205;Sorocaba;35;SP;1;1;1;1;589.2;624.3;604.1;425.3;0;1;160;120;120;160;140;700
3508184;2024;35440036;3516309;Francisco Morato;35;SP;2;1;1;3516309;Francisco Morato;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
688082;2024;NA;NA;;NA;;NA;NA;NA;3205309;Vitória;32;ES;1;1;1;1;554.5;402.8;391.6;528.2;0;1;140;120;120;100;100;580
40050;2024;NA;NA;;NA;;NA;NA;NA;2603009;Cabrobó;26;PE;1;1;1;1;379;452.4;489.2;410.7;0;4;0;0;0;0;0;0
1700734;2024;NA;NA;;NA;;NA;NA;NA;4310207;Ijuí;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
375291;2024;NA;NA;;NA;;NA;NA;NA;2704302;Maceió;27;AL;1;1;1;1;434.4;372.4;486.4;401.1;0;1;100;140;120;140;100;600
865368;2024;NA;NA;;NA;;NA;NA;NA;1500602;Altamira;15;PA;1;1;1;1;355.6;357.7;369.4;446.8;1;1;120;140;120;100;0;480
4222564;2024;NA;NA;;NA;;NA;NA;NA;2608909;Limoeiro;26;PE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1919599;2024;NA;NA;;NA;;NA;NA;NA;2928406;Santa Rita de Cássia;29;BA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2705112;2024;NA;NA;;NA;;NA;NA;NA;2700300;Arapiraca;27;AL;1;1;1;1;419.9;427.6;480.2;490.6;0;1;120;180;120;140;120;680
3665993;2024;15177602;1501204;Baião;15;PA;2;2;1;1508100;Tucuruí;15;PA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2193297;2024;41086201;4108403;Francisco Beltrão;41;PR;2;1;1;4108403;Francisco Beltrão;41;PR;1;1;1;1;404.9;565.2;550.7;393;0;1;120;160;120;120;0;520
2811751;2024;NA;NA;;NA;;NA;NA;NA;2927408;Salvador;29;BA;1;1;1;1;449.7;537.2;495.6;586.5;0;1;120;200;160;200;200;880
638198;2024;NA;NA;;NA;;NA;NA;NA;2312908;Sobral;23;CE;1;1;1;1;410.1;403.5;339.4;420.5;1;3;0;0;0;0;0;0
3551727;2024;50007904;5002704;Campo Grande;50;MS;4;1;1;5002704;Campo Grande;50;MS;1;1;1;1;494.5;580.3;479.1;631.6;0;1;160;200;140;200;200;900
867083;2024;NA;NA;;NA;;NA;NA;NA;4113700;Londrina;41;PR;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1980346;2024;41063635;4102000;Assis Chateaubriand;41;PR;2;1;1;4102000;Assis Chateaubriand;41;PR;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
44783;2024;26110857;2607901;Jaboatão dos Guararapes;26;PE;2;1;1;2607901;Jaboatão dos Guararapes;26;PE;1;1;1;1;408.4;515.7;523.1;393.9;1;4;0;0;0;0;0;0
4266283;2024;NA;NA;;NA;;NA;NA;NA;3551009;São Vicente;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2550309;2024;43057730;4307104;Herval;43;RS;2;1;1;4314407;Pelotas;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
784838;2024;NA;NA;;NA;;NA;NA;NA;2613701;São Lourenço da Mata;26;PE;1;1;1;1;398.5;410.9;495.1;445.2;1;1;120;100;80;80;0;380
1089970;2024;32059310;3205036;Vargem Alta;32;ES;2;1;1;3201209;Cachoeiro de Itapemirim;32;ES;1;1;1;1;432;560.3;532.1;409.6;1;1;160;180;180;180;160;860
418607;2024;35456457;3506508;Birigui;35;SP;1;1;1;3506508;Birigui;35;SP;1;1;1;1;595.5;651.6;584;700.6;0;1;160;200;180;180;200;920
866803;2024;42069688;4212502;Penha;42;SC;2;1;1;4211306;Navegantes;42;SC;1;1;1;1;568.7;599.9;559.8;557.8;0;1;120;140;140;160;200;760
195089;2024;NA;NA;;NA;;NA;NA;NA;4314902;Porto Alegre;43;RS;1;1;1;1;680.4;703.1;611.9;754.6;1;1;160;200;160;200;200;920
2787668;2024;NA;NA;;NA;;NA;NA;NA;1302603;Manaus;13;AM;1;1;1;1;504.4;634.6;562.8;644.7;0;1;120;40;120;120;140;540
499836;2024;41125983;4105805;Colombo;41;PR;2;1;1;4105805;Colombo;41;PR;1;1;1;1;514.8;521.1;595.2;595.4;0;1;160;200;200;180;180;920
328001;2024;41024192;4115200;Maringá;41;PR;2;1;1;4115200;Maringá;41;PR;1;1;1;1;564.5;559.4;591.4;489.1;1;1;120;180;120;140;160;720
1017815;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
935885;2024;NA;NA;;NA;;NA;NA;NA;2412005;São Gonçalo do Amarante;24;RN;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3995774;2024;NA;NA;;NA;;NA;NA;NA;1302603;Manaus;13;AM;1;1;1;1;542.2;623.6;616.2;520.5;0;1;140;140;120;100;60;560
1787229;2024;42041350;4211108;Monte Castelo;42;SC;2;1;1;4210100;Mafra;42;SC;1;1;1;1;604.9;712.2;673.3;701.7;0;1;160;180;180;200;200;920
3976515;2024;NA;NA;;NA;;NA;NA;NA;2903201;Barreiras;29;BA;1;1;1;1;465;519;488.8;471.3;1;1;160;200;180;180;200;920
3255429;2024;NA;NA;;NA;;NA;NA;NA;1302603;Manaus;13;AM;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
427155;2024;NA;NA;;NA;;NA;NA;NA;1505536;Parauapebas;15;PA;1;1;1;1;418.6;498.9;509.8;501;0;1;120;180;120;120;120;660
1099371;2024;NA;NA;;NA;;NA;NA;NA;1100205;Porto Velho;11;RO;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1835833;2024;22083022;2209104;Santa Cruz do Piauí;22;PI;2;1;1;2208007;Picos;22;PI;1;1;1;1;409.4;362;462.6;401.7;1;1;120;160;100;100;80;560
1697123;2024;31124311;3117108;Conceição da Aparecida;31;MG;2;1;1;3104304;Areado;31;MG;1;1;1;1;393.8;457.6;564;572.4;1;1;140;180;160;160;180;820
780721;2024;NA;NA;;NA;;NA;NA;NA;2604007;Carpina;26;PE;1;1;1;1;442.7;532.1;547.3;438.9;0;1;100;80;80;80;60;400
1951270;2024;NA;NA;;NA;;NA;NA;NA;4105805;Colombo;41;PR;0;1;1;0;NA;453.9;569.7;NA;0;1;80;160;100;100;80;520
361084;2024;NA;NA;;NA;;NA;NA;NA;4314902;Porto Alegre;43;RS;1;1;1;1;528.5;647.8;614.8;660.7;0;1;120;200;120;120;200;760
1517333;2024;NA;NA;;NA;;NA;NA;NA;1501402;Belém;15;PA;1;1;1;1;468.5;371.9;411.1;405.9;0;1;100;100;100;100;40;440
3765839;2024;NA;NA;;NA;;NA;NA;NA;3127701;Governador Valadares;31;MG;1;1;1;1;547.1;588.4;546.5;621;0;1;120;180;140;140;200;780
611454;2024;NA;NA;;NA;;NA;NA;NA;3103405;Araçuaí;31;MG;1;1;1;1;461.7;517.6;547.4;585.6;0;1;140;160;100;120;160;680
3878490;2024;28018575;2800308;Aracaju;28;SE;2;1;1;2800308;Aracaju;28;SE;0;1;1;0;NA;403.3;364;NA;1;1;100;80;120;120;20;440
2329479;2024;31379735;3170107;Uberaba;31;MG;4;1;1;3170107;Uberaba;31;MG;1;1;1;1;528.7;612.3;629.8;648.9;1;1;160;180;180;160;160;840
2266660;2024;NA;NA;;NA;;NA;NA;NA;2210607;São Raimundo Nonato;22;PI;1;1;1;1;371.6;348.7;419.4;431.1;1;1;80;120;80;80;0;360
3284413;2024;NA;NA;;NA;;NA;NA;NA;1502707;Conceição do Araguaia;15;PA;1;1;1;1;482.3;316.2;514;485.1;1;1;100;160;120;120;120;620
346930;2024;NA;NA;;NA;;NA;NA;NA;2611606;Recife;26;PE;1;1;1;1;449;504.7;550.7;481.1;0;1;120;160;140;120;180;720
2253775;2024;NA;NA;;NA;;NA;NA;NA;3516408;Franco da Rocha;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3692169;2024;29406889;2913606;Ilhéus;29;BA;2;1;1;2913606;Ilhéus;29;BA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3136831;2024;NA;NA;;NA;;NA;NA;NA;3143302;Montes Claros;31;MG;1;1;1;1;491.6;485.3;478;485.2;0;1;160;180;140;180;140;800
3606197;2024;NA;NA;;NA;;NA;NA;NA;2102325;Buriticupu;21;MA;0;1;1;0;NA;544.5;518;NA;0;4;0;0;0;0;0;0
2752015;2024;35007080;3523107;Itaquaquecetuba;35;SP;2;1;1;3523107;Itaquaquecetuba;35;SP;1;1;1;1;468;507.9;551.8;479.3;1;1;100;120;100;120;0;440
1363433;2024;NA;NA;;NA;;NA;NA;NA;2109601;Rosário;21;MA;1;1;1;1;615.3;641;631.7;708;0;1;160;200;180;200;180;920
3683427;2024;33061920;3304144;Queimados;33;RJ;2;1;1;3304144;Queimados;33;RJ;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1476607;2024;52096483;5212501;Luziânia;52;GO;1;1;1;5212501;Luziânia;52;GO;1;1;1;1;512.7;491.3;553.7;407.4;1;1;140;120;120;120;0;500
4191987;2024;NA;NA;;NA;;NA;NA;NA;5208707;Goiânia;52;GO;0;1;1;0;NA;540.4;525.8;NA;0;1;80;120;100;120;0;420
2668354;2024;NA;NA;;NA;;NA;NA;NA;1714203;Natividade;17;TO;1;1;1;1;457.5;460.8;472.7;399.3;0;1;120;120;100;80;20;440
3800104;2024;NA;NA;;NA;;NA;NA;NA;3132404;Itajubá;31;MG;1;1;1;1;561.6;430.6;559.1;471.9;0;1;80;120;80;120;40;440
2448214;2024;NA;NA;;NA;;NA;NA;NA;3115300;Cataguases;31;MG;1;1;1;1;444.6;388.2;459.7;468.1;1;1;120;120;40;120;0;400
523876;2024;53014316;5300108;Brasília;53;DF;2;1;1;5300108;Brasília;53;DF;1;1;1;1;494.8;451;524.4;413.9;1;1;80;120;80;120;120;520
4082698;2024;NA;NA;;NA;;NA;NA;NA;4318408;São Jerônimo;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3078480;2024;NA;NA;;NA;;NA;NA;NA;1506138;Redenção;15;PA;1;1;1;1;417.6;592.3;590.2;518;0;1;160;200;160;200;160;880
787983;2024;35909488;3524006;Itupeva;35;SP;2;1;1;3524006;Itupeva;35;SP;1;1;1;1;391.9;442.7;388.7;436.9;0;1;140;140;80;120;20;500
2577163;2024;24002224;2408003;Mossoró;24;RN;2;1;1;2408003;Mossoró;24;RN;1;1;1;1;441.3;375.6;445.8;420.2;1;1;120;120;120;140;100;600
3235897;2024;NA;NA;;NA;;NA;NA;NA;2501302;Aroeiras;25;PB;1;1;1;1;431.5;453.8;363.7;409.9;1;3;0;0;0;0;0;0
3393280;2024;31005371;3106200;Belo Horizonte;31;MG;4;1;1;3106200;Belo Horizonte;31;MG;1;1;1;1;603.6;629.8;603.3;683.9;0;1;160;140;160;180;200;840
3801326;2024;NA;NA;;NA;;NA;NA;NA;3150802;Piranga;31;MG;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1198528;2024;29428530;2926608;Ribeira do Pombal;29;BA;2;1;1;2926608;Ribeira do Pombal;29;BA;1;1;1;1;479.9;561.6;533.3;507.1;0;1;160;160;140;180;200;840
379857;2024;25090852;2501807;Bayeux;25;PB;4;1;1;2513703;Santa Rita;25;PB;1;1;1;1;394.5;533.8;536.9;602.7;0;1;140;180;160;160;200;840
2530722;2024;17047439;1721000;Palmas;17;TO;2;1;1;1721000;Palmas;17;TO;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3055179;2024;NA;NA;;NA;;NA;NA;NA;2504009;Campina Grande;25;PB;1;1;1;1;451.6;501.7;537.7;514.2;0;1;120;140;120;140;160;680
1440393;2024;12030937;1200203;Cruzeiro do Sul;12;AC;1;2;1;1200203;Cruzeiro do Sul;12;AC;1;1;1;1;500.8;448.4;406.9;537;1;1;120;120;120;120;120;600
1464698;2024;NA;NA;;NA;;NA;NA;NA;2919207;Lauro de Freitas;29;BA;1;1;1;1;636.1;636.2;583.5;691.9;0;1;160;200;160;200;200;920
3395590;2024;35031082;3500105;Adamantina;35;SP;2;1;1;3500105;Adamantina;35;SP;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
432352;2024;43123260;4316907;Santa Maria;43;RS;2;1;1;4316907;Santa Maria;43;RS;1;1;1;1;495.3;519.1;530.9;396.6;1;1;100;120;120;120;120;580
462808;2024;NA;NA;;NA;;NA;NA;NA;1502905;Curuçá;15;PA;1;1;1;1;416.3;426.3;434.8;489.3;1;1;100;140;120;100;100;560
2035251;2024;NA;NA;;NA;;NA;NA;NA;3205200;Vila Velha;32;ES;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1452037;2024;NA;NA;;NA;;NA;NA;NA;2604106;Caruaru;26;PE;0;1;1;0;NA;343.1;399.3;NA;1;1;100;160;120;100;100;580
2894868;2024;29277809;2933307;Vitória da Conquista;29;BA;2;1;1;2933307;Vitória da Conquista;29;BA;0;1;1;0;NA;414.2;449.1;NA;1;1;80;60;60;60;0;260
2715748;2024;NA;NA;;NA;;NA;NA;NA;1501402;Belém;15;PA;1;1;1;1;644.1;649.4;611;733.8;0;1;160;180;180;180;200;900
892267;2024;NA;NA;;NA;;NA;NA;NA;3106200;Belo Horizonte;31;MG;1;1;1;1;552;599.3;535.5;566.6;0;1;120;200;160;160;120;760
2225990;2024;NA;NA;;NA;;NA;NA;NA;3140001;Mariana;31;MG;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
848961;2024;NA;NA;;NA;;NA;NA;NA;2601706;Belo Jardim;26;PE;1;1;1;1;435.7;517.9;500.6;532.4;1;1;100;120;120;120;120;580
3927981;2024;NA;NA;;NA;;NA;NA;NA;2926608;Ribeira do Pombal;29;BA;0;1;1;0;NA;353.8;542.2;NA;0;1;140;180;140;140;180;780
1190831;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
490957;2024;NA;NA;;NA;;NA;NA;NA;4107652;Fazenda Rio Grande;41;PR;0;1;1;0;NA;302.6;423.3;NA;0;1;80;80;60;80;0;300
3965455;2024;NA;NA;;NA;;NA;NA;NA;1500800;Ananindeua;15;PA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2891148;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3673923;2024;NA;NA;;NA;;NA;NA;NA;3302403;Macaé;33;RJ;0;1;1;0;NA;392.5;450.1;NA;1;1;120;160;120;120;80;600
117776;2024;24055360;2412203;São José de Mipibu;24;RN;2;1;1;2412203;São José de Mipibu;24;RN;1;1;1;1;411;503.7;570.4;433;1;1;120;80;100;120;60;480
972807;2024;NA;NA;;NA;;NA;NA;NA;3305109;São João de Meriti;33;RJ;1;1;1;1;370.7;441.2;406.3;500.4;1;1;80;160;80;80;80;480
224788;2024;52078523;5200258;Águas Lindas de Goiás;52;GO;2;1;1;5200258;Águas Lindas de Goiás;52;GO;1;1;1;1;452;518.7;528;393.3;0;1;120;200;120;120;0;560
1883267;2024;NA;NA;;NA;;NA;NA;NA;3304524;Rio das Ostras;33;RJ;1;1;1;1;568.7;564.3;545.9;656.8;0;1;120;120;100;100;100;540
2257906;2024;29487250;2927408;Salvador;29;BA;4;1;1;2927408;Salvador;29;BA;1;1;1;1;684.5;623.2;620.9;835;0;1;120;160;120;160;200;760
591825;2024;33240213;3301009;Campos dos Goytacazes;33;RJ;1;1;1;3301009;Campos dos Goytacazes;33;RJ;1;1;1;1;609.6;572.4;593.9;794.3;0;1;160;200;160;160;200;880
4166278;2024;NA;NA;;NA;;NA;NA;NA;3122306;Divinópolis;31;MG;1;1;1;1;425.2;497.7;573.6;401.3;0;1;140;200;120;180;120;760
3435395;2024;31322644;3121258;Delta;31;MG;2;1;1;3170107;Uberaba;31;MG;1;1;1;1;500.8;487.8;502.7;552.9;1;1;120;160;120;140;100;640
2608637;2024;26052776;2603108;Cachoeirinha;26;PE;2;1;1;2613107;São Caitano;26;PE;1;1;1;1;481.2;428.9;411.2;408.4;0;1;100;120;120;120;140;600
1388923;2024;25056581;2516151;Sossêgo;25;PB;2;1;1;2505105;Cuité;25;PB;1;1;1;1;372.4;433.7;511.4;383.2;1;1;80;180;160;160;160;740
2411323;2024;27045234;2706703;Penedo;27;AL;2;1;1;2706703;Penedo;27;AL;1;1;1;1;413.1;403.2;499.6;386;0;1;120;120;120;120;80;560
429823;2024;22017011;2208304;Piracuruca;22;PI;2;1;1;2208304;Piracuruca;22;PI;1;1;1;1;538.1;449.8;548.3;407.8;1;1;100;160;140;200;200;800
3226303;2024;NA;NA;;NA;;NA;NA;NA;1100304;Vilhena;11;RO;1;1;1;1;406;403.2;479.7;406.9;1;1;120;160;120;120;160;680
65409;2024;NA;NA;;NA;;NA;NA;NA;2927408;Salvador;29;BA;1;1;1;1;405.2;434;540.4;479;1;1;100;180;120;120;20;540
1965462;2024;NA;NA;;NA;;NA;NA;NA;3516200;Franca;35;SP;1;1;1;1;601.3;610.4;613.1;664;0;1;160;160;140;160;140;760
2648065;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
691181;2024;25130161;2506301;Guarabira;25;PB;2;1;1;2506301;Guarabira;25;PB;1;1;1;1;456.9;391.1;458.5;434.1;1;1;60;60;40;80;60;300
2848199;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
11906;2024;35041300;3548708;São Bernardo do Campo;35;SP;2;1;1;3548708;São Bernardo do Campo;35;SP;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
932499;2024;NA;NA;;NA;;NA;NA;NA;3151206;Pirapora;31;MG;1;1;1;1;527.4;561.4;534.2;573.9;1;1;160;200;160;160;160;840
3298525;2024;NA;NA;;NA;;NA;NA;NA;2601102;Araripina;26;PE;0;1;1;0;NA;399.4;457.6;NA;0;1;80;160;80;120;80;520
793981;2024;NA;NA;;NA;;NA;NA;NA;2909802;Cruz das Almas;29;BA;1;1;1;1;430.6;482.9;515.8;453.8;1;1;120;120;120;120;60;540
286558;2024;15097129;1502152;Canaã dos Carajás;15;PA;2;1;1;1502152;Canaã dos Carajás;15;PA;1;1;1;1;382.5;431.9;433.8;439.7;0;4;0;0;0;0;0;0
3489491;2024;29417163;2900702;Alagoinhas;29;BA;2;1;1;2900702;Alagoinhas;29;BA;1;1;1;1;369.8;407;481.5;405.1;0;1;80;120;80;120;0;400
3863571;2024;NA;NA;;NA;;NA;NA;NA;4307708;Esteio;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2514537;2024;NA;NA;;NA;;NA;NA;NA;2304400;Fortaleza;23;CE;1;1;1;1;443.8;520.2;517.4;397.1;0;1;100;180;80;120;160;640
3859181;2024;NA;NA;;NA;;NA;NA;NA;2800308;Aracaju;28;SE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1821533;2024;NA;NA;;NA;;NA;NA;NA;1200203;Cruzeiro do Sul;12;AC;1;1;1;1;497.2;568.7;565.1;603.9;0;1;160;200;180;180;200;920
2185033;2024;NA;NA;;NA;;NA;NA;NA;3301702;Duque de Caxias;33;RJ;1;1;1;1;467.8;555.9;591.2;607.4;0;1;140;200;160;140;160;800
2068961;2024;35430705;3509502;Campinas;35;SP;2;1;1;3509502;Campinas;35;SP;1;1;1;1;456.6;392.6;417.9;432.1;0;1;80;120;60;80;60;400
702585;2024;NA;NA;;NA;;NA;NA;NA;2610608;Paudalho;26;PE;1;1;1;1;395.9;534.1;483.3;561.5;1;1;120;160;120;120;80;600
